ID , x , y , r , b
1 , 385 , 353 , 5 , 96
2 , 537 , 5 , 5 , 30
3 , 571 , 471 , 4 , 77
4 , 145 , 531 , 4 , 98
5 , 303 , 185 , 4 , 83
6 , 407 , 87 , 4 , 52
7 , 537 , 29 , 4 , 36
8 , 343 , 563 , 3 , 95
9 , 151 , 3 , 5 , 45
10 , 535 , 433 , 5 , 77
11 , 463 , 197 , 5 , 71
12 , 429 , 321 , 3 , 96
13 , 535 , 263 , 4 , 70
14 , 491 , 391 , 5 , 84
