source , destination
(325, 327) , (325, 327)
(373, 305) , (373, 305)
(427, 375) , (427, 375)
(255, 525) , (255, 525)
(59, 485) , (59, 485)
(443, 341) , (443, 341)
(455, 409) , (455, 409)
(293, 207) , (293, 207)
(559, 483) , (559, 483)
(265, 151) , (265, 151)
(483, 243) , (483, 243)
(441, 173) , (441, 173)
(599, 25) , (599, 25)
(517, 13) , (517, 13)

Matching Ratio: 1.0000
